#lambda/nm	DC	C1
707.732	566.6	556
708.139	555	549.6
708.545	553.6	549.2
708.973	562.2	556.6
709.38	560.4	558.2
709.786	550	549.4
710.193	569.6	571.2
710.6	560.8	563.2
711.028	555.8	552.6
711.435	559.8	559
711.842	562.6	556
712.249	551.6	553.2
712.656	560.2	551.6
713.064	568.4	563
713.492	547.2	554.2
713.9	552.6	552.6
714.307	561.8	567.2
714.715	564.6	570
715.123	560.4	562.4
715.53	555	562.6
715.938	565.4	570
716.367	561.2	565.6
716.775	557.4	556.6
717.184	551	546.8
717.592	554.2	562.2
718	562.8	565
718.408	594.8	586.4
718.816	589.8	595.6
719.225	561.4	561.8
719.633	556.2	562
720.042	556.6	549.2
720.472	556.4	560.2
720.881	572.2	574.6
721.29	565.8	562.4
721.699	554.2	551
722.108	559.8	557.6
722.517	562.6	560.6
722.926	558.8	544.2
723.335	571.4	565.8
723.744	566.6	558.8
724.154	560.2	559.8
724.563	564.2	561.2
724.973	565.8	557.8
725.382	564.6	552.6
725.792	552.6	557.4
726.202	549	554
726.612	574.2	574
727.022	549.2	558.6
727.432	555.8	557
779.813	550.6	551.2
780.223	593	596
780.634	555.8	557.2
781.044	549.8	554.6
781.454	560.8	553
781.865	564.2	571.8
782.276	549	543.8
782.686	570.8	562.2
783.097	560.6	554.4
783.508	557.4	550.4
783.919	558.8	555
784.33	567.8	563.8
784.741	569.6	561.6
785.152	556.4	539.6
785.563	544	548.6
785.974	558.2	548
786.386	569.2	565.2
786.776	556	547.4
787.188	554.6	559.6
787.599	548.4	543
788.011	557.2	564
788.423	560.4	561.4
788.835	550.4	561.4
789.247	554.2	550
789.659	554.2	556.2
790.071	558.2	553.6
790.483	595.4	596.4
790.874	556.8	558.6
791.286	562.2	560.8
791.699	557.6	545.2
792.111	555.2	554.8
792.524	559.8	555.6
792.937	559.6	555.8
793.349	556.4	545.4
793.741	555.8	544.4
794.154	556.2	555.6
794.567	568.4	574.2
794.98	554	556.8
795.393	548.4	547.4
795.785	568.8	573.8
796.198	557.2	552.6
796.612	553.2	553.4
797.026	547	556
797.439	544.2	536.6
797.831	548	546.4
798.245	544.2	545
798.659	553	549.4
799.073	545.8	552
799.487	546	552.4
799.88	554.2	554.8
800.294	549.4	558.6
800.708	551.2	560.4
801.123	554.2	548.2
801.516	567.4	571.2
801.93	542.2	544.2
802.345	547.8	550.4
802.76	554.2	555
803.153	567.8	565.4
803.568	571.8	565.6
803.983	558.2	560.2
804.377	567.6	553.6
804.792	550.4	550.4
805.207	543.2	532.6
805.601	558.4	551.6
806.016	585.8	584.2
806.432	547	550.8
806.826	572.6	582.8
807.242	559.4	564.8
807.658	554.4	553.8
808.052	552.4	546.6
808.468	550.2	551.8
808.884	550.2	551.4
809.279	552.8	554.4
809.695	562	564.4
810.111	573.6	574.8
810.506	556.6	561.6
810.922	568	569.6
811.339	546.8	543.8
811.734	559.6	563.2
812.151	549.6	555
812.546	546.2	554.4
812.963	546.6	547.2
813.38	556.8	550.8
813.776	556.2	558.8
814.193	576.8	571
814.589	550.4	554
815.006	552.4	549.8
815.402	548.6	554.2
815.82	548.2	551.6
816.237	555.2	553.6
816.633	551.4	551.8
817.051	545.4	551.4
817.448	556.2	549.8
817.866	545.8	541.4
818.262	568.6	573.8
818.68	546.6	556
819.077	557.2	552.4
819.495	549.2	559.6
819.892	586	582.6
820.311	547	546.2
820.708	550.2	548.4
821.127	553.8	556.4
821.524	565.8	568.8
821.943	565.4	562
822.34	570	570.6
822.759	557.4	563.2
823.157	561.2	553.6
823.576	564.8	571.8
823.974	558.6	564.6
824.393	628	623.6
824.791	545	554.2
825.189	546.8	548.6
825.609	554.2	548
826.007	549.6	559.8
826.427	544.2	542.2
826.826	556.8	547.8
827.246	558.6	561.2
827.644	543.2	545.6
828.043	566	562.2
828.463	551.8	544.2
828.862	561	561.4
829.261	553	553.8
829.682	538	553.4
830.081	558.8	550.4
830.502	555.8	544.2
830.901	561.8	549.4
831.301	568.4	565
831.722	538.2	543.4
832.121	545.4	549.4
832.521	547.4	545.4
832.943	549	548.4
833.342	553.6	547
833.742	554.4	544.6
834.164	553.6	555.4
834.564	549.4	548.2
834.965	549.8	553.6
835.386	553	553.8
835.787	552.6	549
836.188	550.8	556.4
836.588	551.2	560.6
837.01	553.8	561
837.411	544.4	550.4
837.812	556.8	555
838.213	563.6	555.4
838.636	552	550.6
839.037	608.2	606
839.438	554.8	558
839.84	554.6	550.6
840.263	549.4	551.8
840.664	559.6	557.2
841.066	552.8	556.2
841.468	555	557.2
841.891	544.6	550.4
842.293	564	551.8
842.695	559.4	558.2
843.098	568.2	564.6
843.5	549.6	549.4
843.902	561.6	559
844.326	556.4	557
844.729	557.4	566
845.131	561.8	565.4
845.534	553.6	558
845.937	558.4	560.2
846.34	572.2	567.8
846.764	548.6	547.4
847.167	552	556.2
847.571	546.4	545.2
847.974	553.6	543.8
848.377	547.6	554.8
848.781	587.8	588.4
849.184	567	568.6
849.588	549.8	550
849.992	542.2	543.2
850.396	558.4	544
850.821	565.8	565.2
851.225	554.4	548.4
851.63	553.2	549.4
852.034	565.4	559.8
852.438	552.2	545.4
852.843	619.2	613
853.247	545	547.2
853.652	553	550
854.057	563.8	561.2
854.462	552.6	556
854.867	544.6	555.8
855.272	569.6	573.4
855.677	555.6	561.6
856.082	549.4	548.6
856.487	543.6	548.4
856.893	556.8	550.8
857.298	549	551.4
857.704	549.2	546
858.11	549.6	551.8
858.516	554.2	564.6
858.922	553.4	551.6
859.328	553.2	559.2
859.734	552.2	555
860.14	558.4	565
860.525	555.2	552.2
860.931	548	551.8
861.338	553.2	545.4
861.745	555.6	552.2
862.151	561.4	560.8
862.558	544.2	555.4
862.965	545.2	547.2
863.372	548.8	541.8
863.779	550.4	550.4
864.186	565.4	572.4
864.572	550.2	551.2
864.98	561.6	563.4
865.387	577.6	584.2
865.795	548.8	546.2
866.203	564.4	560.4
866.61	536.6	551.8
867.018	558.6	557.6
867.405	554.8	557
867.813	560.4	549.6
868.221	550.4	555.8
868.63	547.6	550.2
869.038	561	557.8
869.425	586.6	582.6
869.834	546	550.4
870.243	549.8	545.6
870.652	541.8	544.6
871.039	545.4	548.6
871.448	549.2	553
871.857	556.8	554.8
872.266	556.6	554.2
872.654	549.8	547.2
873.064	554.6	543.2
873.473	562.2	561.6
873.883	553.2	545.2
874.271	548.6	547.8
874.681	555.2	555
875.091	542.6	544.8
875.48	551.6	559.4
875.89	559	570.8
876.3	547.6	542.8
876.689	540.4	540.8
877.1	552.8	551.8
877.51	541.6	546.6
877.9	565.2	571.4
878.31	543.2	550.8
878.721	577.8	579.2
879.111	548.8	548.6
879.522	548.8	555.2
879.933	543.6	545
880.323	545.8	538
880.734	548.6	542
881.125	554	548.8
881.536	547.2	550
881.948	538.6	550
882.338	551.4	551.4
882.75	558	558
883.141	550.4	542.8
883.553	554.4	552.4
883.944	575.8	573.4
884.356	565.6	551
884.769	544.8	550.2
885.16	553	559.2
885.573	551	552.8
885.964	544	542.4
886.377	550.4	551.2
886.768	544	544.8
887.181	552.4	554
887.573	550.2	544.4
887.987	560.6	552.8
888.378	564.2	558.2
888.792	551.2	538.4
889.184	585	593
889.598	546.2	549.4
889.99	558	556.6
890.383	549.4	557
890.797	543.2	538.8
891.19	557.4	562.2
891.604	551.6	542
891.997	543.2	544.4
892.411	551.4	544.4
892.805	545.6	546.4
893.198	550	545.4
893.613	539.2	539.2
894.006	550.4	549.6
894.421	544.4	547.6
894.815	551.2	544.2
895.209	539.4	543.8
895.624	578.8	594.4
896.018	562.4	566.8
896.412	536.8	548.8
896.828	549.2	547.4
897.222	554.2	550.4
897.617	550.2	548.6
898.033	560.6	564.4
898.427	550.4	550.2
898.822	549.6	546.6
899.239	545	548.2
899.634	543	544.6
900.029	564.2	562.8
900.424	548.6	534.8
900.841	539.4	530.6
901.236	556.8	553.8
901.632	550	552.4
902.027	598.8	597.2
902.445	563	558.2
902.841	544.2	553
903.237	550.2	551.2
903.633	562.6	563.4
904.05	558	559.6
904.447	552.8	559.4
904.843	557.2	563.8
905.24	546.2	551.6
905.636	540.8	542.8
906.033	545.6	545.4
906.451	558.6	561.8
906.848	538.8	542.2
907.246	543.4	543.4
907.643	546.4	556.4
908.04	547.8	548.2
908.438	564	559.8
908.835	551.8	562
909.254	546.6	557.8
909.652	550.6	556.6
910.05	550.2	550.4
910.448	547	550.4
910.846	552.6	562.4
911.244	545.6	540.8
911.643	553.6	552.8
912.041	554	550.2
912.44	556.4	564.6
912.839	544.8	544.8
913.237	547.4	548.8
913.636	535.6	540.4
914.035	554.8	551.8
914.434	548.2	539.2
914.834	555.2	555
915.233	562.6	557.4
915.633	540.8	551
916.032	542.8	552.8
916.432	544.8	541.2
916.832	559.4	564.2
917.232	553	545.8
917.632	543.4	537.4
918.032	560.2	561.4
918.432	545.4	548.6
918.833	552.8	545.4
919.233	542.4	552.4
919.634	542.4	541
920.035	550	554.8
920.436	543.8	540.6
920.837	559.4	559
921.238	552.2	541.6
921.639	554	544.4
922.019	545	558.4
922.42	547.6	551.2
922.822	549.2	553.2
923.224	548.8	549
923.625	559.2	547.2
924.027	556.8	560.8
924.429	568	566.4
924.81	544.6	550.2
925.212	558.2	559.6
925.615	553.8	550.2
926.017	552.4	552.2
926.42	556.2	555
926.801	556.6	541.6
927.204	553	550.6
927.607	554	563.6
928.01	554.8	557.8
928.413	550	549
928.795	540.2	535.8
929.199	544.2	548.8
929.602	547.2	546.4
930.006	549.2	544.2
930.388	546.4	538.6
930.792	560.8	555
931.196	549	556.4
931.579	572.8	574.4
931.983	543	542.2
932.388	577.8	592.2
932.771	546.8	553
933.176	535.4	543.2
933.58	552.8	553.8
933.964	560.4	550.8
934.369	540.6	546.8
934.774	553	557.4
935.158	544.4	538.6
935.563	556.2	546.4
935.947	552	551.4
936.353	550.6	555.8
936.759	549.6	543
937.143	560	553.4
937.549	548.8	548.8
937.934	556.8	559.2
938.34	569.4	565.2
938.746	546.8	541
939.131	546.2	544.4
939.538	545.6	542.4
939.923	548	555.4
940.33	540	546.2
940.716	553.4	536.6
941.123	542.8	547.8
941.508	552.2	556.8
941.916	556.4	559.8
942.302	550.4	547.6
942.709	545.8	546.6
943.096	536.6	541.4
943.503	550.4	553.4
943.89	546.4	548
944.298	545.8	534.8
944.685	568.2	571.4
945.072	550	544.4
945.48	560.6	559
945.867	545.4	538.6
946.276	549.4	541.8
946.663	563.6	560.2
947.051	565.6	560.6
947.46	554.6	552.2
947.848	555.8	550.8
948.257	545	544.8
948.645	548.2	551.2
949.033	546.4	543.2
949.443	548.2	545.8
949.831	583.4	578.2
950.22	545.8	541.4
950.63	552.4	553
951.018	577	576.6
951.407	550	542.6
951.796	545.8	533.6
952.207	550.6	548.6
952.596	559.2	550.4
952.985	536	542.4
953.375	577	581
953.786	547.2	553.4
954.176	542.2	544
954.566	549.6	548.4
954.956	532	535.4
955.367	545.8	550.4
955.758	565.2	571
956.148	540	538.4
956.539	553.8	560
956.929	536.6	545.2
957.341	536.2	542.8
957.732	542	543.4
958.123	554	561.6
958.515	534.8	545.4
958.906	546	545.2
959.297	547	541.6
959.689	554.6	548.8
960.102	548	543.6
960.494	548.4	546.6
960.886	545.6	540.8
961.278	549.2	545.8
961.67	574.6	566.6
962.062	575.2	571.8
962.455	553.8	547
962.847	540.8	538
963.24	546.8	537.6
963.633	547.4	552.4
964.026	537.8	538.6
964.419	551.6	547.2
964.812	549.8	547.2
965.206	551.8	548.2
965.599	547.8	555.2
965.993	544.4	537.8
966.386	550.4	543.4
966.78	555.6	556.4
967.174	558.6	550.4
967.569	548	548.8
967.963	547	541.8
968.357	540.6	543
968.752	541.8	535
969.146	551.2	546.8
969.541	536.8	542.2
969.936	545.2	544.6
970.331	557.6	541.8
970.705	540.8	542.4
971.1	541.6	538
971.496	548.4	547
971.892	537.4	544.6
972.287	546.8	541
972.683	545.4	545.4
973.079	544.8	550.2
973.454	553.2	557.2
973.85	544	549.4
974.247	548.6	550.8
974.643	572.2	570.6
975.04	546.8	546.2
975.415	548.2	552.8
975.812	545.4	541
976.209	555.4	545.4
976.607	549	538.8
976.982	554.6	549.4
977.38	560.2	552.8
977.778	554.2	542.8
978.175	546	553.2
978.552	553.2	544.4
978.95	549.8	556.4
979.348	548.8	551.2
979.725	581.8	586.2
980.123	538.8	547.6
980.522	545.2	545.6
980.899	543.6	545.8
981.298	537.6	537.8
981.697	545	549.2
982.075	544.2	549.4
982.474	538	546.2
982.852	545.6	548.2
983.251	551.8	544.8
983.651	542.8	544.8
984.029	554.8	554.6
984.429	541.4	552.2
984.808	538.6	542.2
985.208	549	544.6
985.609	532	541.2
985.987	542.8	541
986.388	536.8	541
986.768	557.6	550.6
987.168	538	541
987.548	549	553.2
987.949	552	557.4
988.329	550.4	547.6
988.731	540.4	533.6
989.111	539.4	547.4
989.491	542.2	542.2
989.893	547	543.8
990.273	548.2	553.2
990.676	535.6	543.8
991.057	537.6	540
991.459	544.6	545.6
991.84	544	544
992.221	541.2	534
992.624	564.8	563.8
993.006	543.8	543
993.388	543.6	554.8
993.791	552.4	557
994.173	552.8	556
994.576	572.4	573.4
994.959	544.2	541.4
995.341	543.4	546.8
995.724	545.6	551
996.128	544.6	546.8
996.511	538.4	543.2
996.894	545.4	546.4
997.298	537.6	539
997.681	547.4	547.4
998.065	542.8	549.4
998.448	542	543.4
998.854	547.2	553.4
999.237	533.2	534.6
999.621	549.8	552.4
1000.01	556.8	564.2
1000.39	543	549.8
1000.8	544	541.2
1001.18	548	554
1001.56	551.4	552.2
1001.95	543.8	545.4
1002.33	557.2	554
1002.72	553	546.4
1003.13	546.6	539.8
1003.51	545.6	553
1003.9	547.2	543.2
1004.28	557.2	558.6
1004.67	543.4	547
1005.06	552	547.6
1005.44	569	573.2
1005.83	538.2	535.6
1006.21	553.6	542.2
1006.6	544.6	548.8
1006.99	552.2	552.8
1007.37	557.4	548.8
1007.76	546.2	552.8
1060.12	542	545.4
1060.51	542.2	541.8
1060.89	549.2	550
1061.28	554.4	554.6
1061.67	554.2	553.6
1062.06	555.6	542.8
1062.45	556.4	548.4
1062.83	546.4	534.2
1063.22	557.4	555.6
1063.61	576.4	578.4
1064	551.4	548.2
1064.39	548.2	547.2
1064.78	541	542.6
1065.14	552.6	555
1065.53	545.8	558
1065.92	546.2	546.8
1066.31	545.4	533.8
1066.7	555	555.6
1067.09	556	566.8
1067.46	545.4	554
1067.85	546.4	547
1068.24	541.8	541.6
1068.63	552.6	547.6
1069.02	541.6	543.2
1069.39	550.6	549.6
1069.78	538.8	542.2
1070.17	538.6	551.8
1070.57	531.6	541
1070.93	544.6	549.2
1071.33	538.6	533.6
1071.72	548.8	543.8
1072.11	539	546.4
1072.48	541.2	553.8
1072.87	544.2	546.4
1073.26	543.6	543.4
1073.64	540.4	544.4
1074.03	539.8	542.8
1074.4	551.6	551.8
1074.79	538.2	538
1075.19	547.8	552
1075.56	544.2	547.2
1075.95	542.8	545.2
1076.34	538	542.4
1076.72	558.8	552.6
1077.11	546.4	544.8
1077.48	556	549.8
1077.88	557	538.4
1078.25	548.2	546
1078.64	551.4	555.4
1079.02	547.6	547.6
1079.41	556.4	554.8
1079.78	543	540.2
1080.18	542.8	539.2
1080.55	594.2	604.8
1080.95	539.2	541.8
1081.32	539.2	539.4
1081.72	553.2	546.6
1082.09	544.6	548.2
1082.49	542.8	534.6
1082.86	550	547.6
1083.24	533.4	541.8
1083.63	538.2	532.8
1084.01	546	546.6
1084.38	551.8	550.4
1084.78	542.4	541.6
1085.16	543	543.8
1085.55	558.4	554
1085.93	554.6	557
1086.31	536	543
1086.7	570	571.8
1087.08	541.2	551
1087.46	539.4	539.4
1087.83	535.4	536.6
1088.23	553.6	545.8
1088.61	544.4	541.2
1088.99	549.6	543.2
1089.36	541.6	539
1089.76	546.6	544.6
1090.14	543.2	539.2
1090.52	551.8	540
1090.9	547.4	540
1091.27	560.6	554.6
1091.67	561.6	569.8
1092.05	552.4	544.8
1092.43	544	536.2
1092.81	551.2	555.2
1093.19	544.2	543.4
1093.57	550.2	545.8
1093.95	544.2	542.4
1094.35	554.2	557.8
1094.73	554.6	560.4
1095.11	537.2	536
1095.49	543	552.8
1095.87	547.4	547.4
1096.25	556.8	558
1096.63	553.2	553.4
1097.01	542.6	542.4
1097.39	557.4	548.2
1097.77	540.8	544.8
1098.15	548.2	540
1098.53	541	545.8
1098.91	541.2	544.4
1099.29	539.8	552.2
1099.68	557	555.8
1100.06	548.6	554.2
1100.44	545.6	547.4
1100.82	550.2	547.2
1101.18	553.2	555
1101.56	544.2	544
1101.95	541	542.8
1102.33	545.4	544
1102.71	546	547.8
1103.1	536.4	541.8
1103.48	547.6	537
1103.86	540.6	541
1104.22	549.4	547.8
1104.61	550.6	547.6
1104.99	539.6	545.8
1105.38	531.2	540.8
1105.76	545	542.8
1106.12	548.4	544.4
1106.51	577.2	574
1106.89	556	555.4
1107.26	550.2	547.8
1107.64	550.8	541.2
1108.03	539.6	537.6
1108.41	550.2	542.4
1108.78	543.8	544.6
1109.16	541	545.6
1109.55	557.4	547.6
1109.91	536	534.2
1110.3	536.6	533.6
1110.69	552.8	556.6
1111.05	537.4	541.6
1111.44	547.4	548.2
1111.8	541.6	547.2
1112.19	541	547.6
1112.58	540.2	537.4
1112.94	550.2	543.6
1113.33	543	539.2
1113.7	538.2	535.8
1114.09	536.2	534.2
1114.45	544	541
1114.84	539	536.4
1115.21	557.6	542.2
1115.6	546.4	538.6
1115.96	539.8	544
1116.35	545	544.8
1116.72	546.4	541.2
1117.11	550.4	546.8
1117.48	549.2	539.2
1117.85	542.4	547.6
1118.24	549.6	548.8
1118.6	543.4	543.8
1118.99	542.2	542.2
1119.36	543	542.6
1119.73	537.2	550.2
1120.12	541.6	544.8
1120.49	530.4	535.4
1120.86	550.8	549.2
1121.25	545	540
1121.62	535.6	540.8
1121.99	536.4	535.2
1122.38	557.4	552.6
1122.76	542.6	543.8
1123.13	531.4	541
1123.5	545.6	548.6
1123.89	555.8	554.8
1124.26	539	529.8
1124.63	549	546.6
1125	545.8	544.2
1125.4	545	538
1125.77	542	534.6
1126.14	533	538.4
1126.51	548.6	541.2
1126.88	546.8	548.2
1127.26	542.2	539.6
1127.63	527.2	532
1128.02	534.6	538.4
1128.4	540.8	536.6
1128.77	542.2	540.4
1129.14	544.8	547.2
1129.52	540.2	544.4
1129.89	547	547.4
1130.26	540.4	540.8
1130.64	536.6	537
1131.01	543.2	546
