0.305992	0.298830	0.280446	0.124360	0.227349	0.156188	0.299098	0.087538	0.159481	0.040916	0.103295	0.179966	-0.153387	0.148617	-0.209840	0.034179	-0.003800	-0.056316	-0.156106	-0.051707	-0.164532	-0.113484	0.008966	-0.144276	-0.059790	-0.186156	-0.071906	-0.232656	-0.172165	-0.140531	-0.144693	-0.223115	-0.110050	0.125837	-0.104414	-0.127910	-0.212762	-0.140903	-0.062698	-0.357119	-0.200762	-0.187592	0.077581	-0.191456	-0.203401	-0.062081	-0.083396	-0.151733	-0.170425	0.080670	0.002048	0.036236	-0.276519	-0.301788	-0.008060	-0.229962	-0.265853	-0.335558	0.023966	-0.317709	-0.052768	-0.359827	0.045160	-0.091055	-0.283714	-0.226876	-0.434860	0.055790	-0.111851	-0.105703	-0.100978	-0.090567	-0.232857	-0.280581	-0.306323	-0.290778	-0.125387	-0.271339	-0.061319	-0.121280	-0.144471	-0.139824	-0.374896	-0.308808	-0.258520	-0.023941	-0.090030	-0.075296	-0.033979	-0.145930	-0.049047	-0.248893	-0.053618	-0.178833	-0.037349	0.148741	0.444549	-0.146776	2.036829	48.556732	71.912501	5.983265	0.229155	0.303430	0.017751	-0.114365	-0.057011	0.012786	-0.120766	0.179135	0.363147	0.025534	0.088287	0.009999	-0.063737	0.062084	0.146272	-0.130184	-0.138021	0.173133	-0.074771	-0.047790	-0.186468	0.154453	-0.263367	0.148082	-0.003240	0.015456
0.220641	0.237454	0.454835	0.065982	0.163976	0.229678	0.253707	0.116073	0.209994	-0.096384	0.091870	0.216493	-0.054922	0.112217	-0.241245	-0.023200	-0.161079	-0.027781	-0.195504	-0.076119	-0.047086	-0.144889	0.102437	-0.137719	-0.078208	-0.108670	-0.126288	-0.223102	-0.107666	-0.134973	-0.141133	-0.255520	-0.057540	0.021504	-0.041913	-0.228246	-0.179232	-0.141339	-0.174023	-0.280632	-0.055344	-0.075141	0.129093	-0.106977	-0.242798	-0.105475	-0.111804	-0.187134	-0.209822	0.073241	-0.069317	-0.027137	-0.342889	-0.314212	-0.157348	-0.350278	-0.181374	-0.234096	-0.016430	-0.241222	0.043699	-0.177446	-0.032199	-0.071512	-0.249185	-0.144395	-0.302429	0.025384	-0.228171	-0.086159	-0.057458	-0.163930	-0.240286	-0.172126	-0.202863	-0.305200	-0.025923	-0.292754	-0.065751	-0.112725	-0.080971	-0.264136	-0.311396	-0.302251	-0.052163	0.021577	-0.091465	-0.061746	-0.185264	-0.008504	0.028439	-0.211367	-0.107001	-0.183265	-0.022800	0.035418	0.472085	0.036604	2.394035	54.203648	68.986990	5.246565	0.312635	0.392904	-0.091576	-0.169746	0.050446	0.209153	0.090586	0.087790	0.259814	0.197925	0.072866	-0.083344	-0.039198	-0.109181	0.227754	-0.100650	-0.187408	0.103766	-0.203079	-0.163111	-0.262828	0.208962	-0.200866	0.028765	-0.044635	-0.264700
0.306199	0.221114	0.452480	0.090600	0.079703	0.155395	0.259344	-0.088080	0.235611	-0.048788	0.092512	0.273080	-0.121213	0.107864	-0.284559	0.045374	0.006396	-0.074092	-0.048008	-0.173379	-0.133357	-0.096295	0.078104	-0.141073	-0.008635	-0.218917	-0.146625	-0.182500	-0.002129	-0.156309	-0.158473	-0.257874	-0.072881	0.157012	-0.052260	-0.180651	-0.314454	-0.143693	-0.127427	-0.449820	-0.053702	-0.162411	0.186678	-0.144297	-0.264134	-0.006930	-0.072201	-0.083595	-0.196193	0.044912	-0.111632	-0.002519	-0.247342	-0.238645	-0.122739	-0.277707	-0.143768	-0.311376	-0.077725	-0.181639	-0.083531	-0.239740	-0.206382	-0.188751	-0.208583	-0.214682	-0.342745	0.103948	-0.231525	-0.090512	-0.055816	-0.179272	-0.197686	-0.087568	-0.161262	-0.247615	0.066627	-0.238166	-0.038136	-0.084111	-0.179230	-0.160597	-0.311752	-0.111798	-0.073499	0.012230	-0.012900	-0.165999	-0.180626	-0.020848	-0.028861	-0.255680	-0.002463	-0.294511	0.015804	-0.008895	0.411788	0.139145	2.694377	59.373122	65.514106	4.796658	0.362229	0.356583	-0.069955	-0.172101	0.102037	0.117887	-0.107573	0.044476	0.217499	0.113652	-0.009409	0.006210	-0.001593	0.006346	0.045579	-0.039069	-0.224727	0.098414	-0.125514	-0.023608	-0.364084	0.118695	-0.181243	0.165272	-0.111925	-0.073249
0.010613	0.232222	0.359692	0.251558	0.240661	0.245424	0.239483	-0.079969	0.264701	-0.018699	0.117606	0.178294	-0.014201	0.111979	-0.147577	0.121417	-0.004474	-0.027020	-0.173763	-0.098335	0.042586	-0.098174	0.046255	-0.162932	-0.055469	-0.182834	-0.149503	-0.234329	-0.057954	-0.213133	-0.083429	-0.303709	0.081084	0.088200	-0.039154	-0.243469	0.003348	-0.116602	-0.128307	-0.331819	-0.082555	-0.089365	0.065918	-0.185137	-0.228051	-0.167650	-0.158995	-0.072487	-0.147123	0.219856	0.077299	0.001596	-0.208262	-0.290474	-0.153590	-0.290576	-0.219574	-0.380188	-0.008675	-0.173528	-0.069426	-0.160700	-0.146323	-0.225596	-0.220452	-0.285492	-0.285683	0.078093	-0.184453	-0.094389	-0.096656	-0.112220	-0.297467	-0.268268	-0.262042	-0.261482	-0.065122	-0.240045	-0.011044	-0.235840	-0.053237	-0.277361	-0.280664	-0.303488	-0.049404	-0.119520	-0.088705	-0.157888	-0.069618	-0.145605	-0.153618	-0.188628	-0.113233	-0.233453	0.009929	0.077138	0.514804	-0.026571	3.304886	66.064549	58.400339	3.973600	0.223486	0.368690	-0.062843	-0.091063	-0.024717	0.131992	-0.024537	0.059580	0.312523	0.142742	0.077623	0.128207	-0.091384	-0.035493	0.190553	-0.003985	-0.233600	0.199432	-0.065455	-0.107405	-0.134195	0.181751	-0.188117	0.042513	-0.051866	-0.297905
0.091556	0.201276	0.289786	0.108725	0.291634	0.232461	0.240506	-0.143881	0.305684	-0.052642	0.038709	0.346150	-0.085106	0.177937	-0.184516	0.137425	-0.057397	0.084892	-0.166747	-0.039370	-0.083264	-0.140108	0.121203	-0.146924	-0.077423	-0.098894	-0.155473	-0.186353	-0.150837	-0.160162	-0.150338	-0.305684	-0.025786	0.153159	-0.003166	-0.120568	-0.210415	-0.066628	-0.136275	-0.364763	-0.069544	-0.139291	0.113894	-0.079219	-0.202053	-0.043751	-0.123007	-0.081454	-0.212034	0.114985	-0.020580	-0.020358	-0.225221	-0.298442	-0.061658	-0.403439	-0.094675	-0.325219	-0.153507	-0.283394	-0.060411	-0.206631	-0.119326	-0.265532	-0.304344	-0.123630	-0.323622	-0.056749	-0.117496	-0.246213	-0.028701	-0.077231	-0.279461	-0.233279	-0.197083	-0.126593	-0.142021	-0.350910	-0.096934	-0.221831	-0.243023	-0.184430	-0.371550	-0.200567	-0.135294	-0.107508	-0.085685	-0.040981	-0.036627	-0.170556	0.073179	-0.115677	-0.049273	-0.335327	0.065897	0.062176	0.393949	-0.036537	3.983231	69.109528	51.452310	3.641956	0.210523	0.304778	-0.184698	-0.096034	-0.187531	0.032116	0.006456	0.002661	0.256603	0.217691	0.048676	0.023335	-0.001450	0.053442	0.231536	-0.096868	-0.062747	0.087568	-0.136360	0.037474	-0.207098	0.258698	-0.308972	0.073506	0.031075	-0.024155
0.220618	0.285384	0.361905	0.170854	0.272844	0.109775	0.253684	-0.016817	0.313867	0.004493	0.012926	0.258429	0.006993	0.093213	-0.124385	0.114639	-0.066197	0.007161	-0.143578	-0.106112	-0.122034	-0.111945	-0.030453	-0.203676	-0.136173	-0.140661	-0.147290	-0.215133	-0.203593	-0.188942	-0.111186	-0.275522	0.013367	0.117386	0.003019	-0.138359	-0.089345	-0.037465	-0.134086	-0.300635	-0.004418	-0.172067	-0.050750	-0.149957	-0.256807	0.011386	-0.081857	-0.100244	-0.227827	0.163128	-0.070339	0.031781	-0.239016	-0.384165	-0.180348	-0.264387	-0.249329	-0.333020	-0.018450	-0.307179	-0.001279	-0.167478	-0.148106	-0.017588	-0.317140	-0.126435	-0.437317	0.077309	-0.148274	-0.171097	-0.095442	-0.009108	-0.276273	-0.289032	-0.169919	-0.057470	-0.173798	-0.311758	-0.076763	-0.147713	-0.243831	-0.256167	-0.324406	-0.230346	-0.135103	-0.102322	-0.072506	0.035134	-0.155317	-0.174361	-0.158398	-0.118482	-0.054077	-0.282189	0.101053	0.123307	0.397137	-0.040342	4.781624	70.687142	44.679275	2.943845	0.218706	0.330943	-0.119571	-0.210728	0.083390	-0.067593	0.072581	0.083771	0.273777	0.045055	0.127788	-0.101349	0.026713	0.022664	0.147811	-0.074699	-0.147470	0.202644	-0.143162	-0.079218	-0.217896	0.117031	-0.238851	0.080690	-0.060642	-0.074913
0.124308	0.216046	0.295564	0.004613	0.175534	-0.059463	0.251280	-0.244996	0.181592	-0.110799	-0.007461	0.106174	-0.258149	-0.109991	-0.290625	0.001346	-0.142527	-0.127112	-0.300828	-0.147478	-0.245318	-0.197267	0.042067	-0.298988	-0.277439	-0.247961	-0.234609	-0.333422	-0.274929	-0.389149	-0.350354	-0.455749	-0.129897	0.075021	-0.154231	-0.285618	-0.391450	-0.232677	-0.179448	-0.516826	-0.288540	-0.314332	-0.009199	-0.293221	-0.368103	-0.274735	-0.322024	-0.265486	-0.451011	0.010873	-0.196619	-0.138456	-0.471191	-0.476480	-0.236698	-0.492565	-0.276708	-0.463297	-0.101774	-0.403490	-0.191496	-0.361691	-0.286375	-0.218794	-0.583281	-0.408560	-0.503657	-0.104916	-0.375454	-0.141533	-0.260684	-0.166358	-0.444512	-0.364364	-0.305191	-0.272662	-0.155224	-0.419058	-0.116131	-0.370897	-0.336146	-0.251578	-0.318818	-0.461522	-0.082562	-0.198632	-0.258727	-0.240997	-0.255623	-0.286655	-0.213749	-0.393614	-0.215323	-0.422456	-0.099154	-0.016960	0.355771	-0.130658	5.700299	70.771650	37.631915	2.442939	-0.006476	0.190676	-0.345752	-0.097249	-0.157776	-0.106961	0.082165	-0.017534	0.097546	-0.022285	-0.142349	-0.233623	-0.087579	-0.272448	0.125427	-0.210970	-0.194830	0.096344	-0.078633	-0.123580	-0.192329	0.140600	-0.342155	-0.021614	-0.113996	-0.325070
-0.039518	-0.047679	0.014856	-0.050321	0.044676	-0.025486	0.053488	-0.284945	-0.001214	-0.300599	-0.162295	0.081210	-0.376020	-0.215874	-0.456449	-0.167475	-0.380279	-0.328899	-0.429688	-0.298316	-0.367185	-0.450003	-0.183696	-0.484791	-0.276429	-0.319878	-0.380453	-0.372372	-0.359833	-0.443084	-0.427266	-0.565628	-0.309706	-0.133759	-0.203171	-0.454439	-0.375455	-0.297602	-0.421195	-0.544787	-0.274544	-0.429206	-0.257939	-0.352151	-0.557902	-0.269729	-0.375959	-0.351389	-0.501949	-0.183921	-0.274531	-0.237346	-0.584067	-0.559386	-0.450474	-0.470577	-0.543431	-0.551198	-0.296569	-0.556326	-0.405271	-0.458584	-0.441209	-0.361640	-0.613240	-0.451507	-0.528621	-0.203806	-0.444374	-0.267397	-0.360574	-0.251262	-0.468477	-0.516201	-0.470015	-0.538386	-0.421946	-0.545920	-0.259976	-0.393863	-0.334137	-0.482337	-0.548578	-0.474498	-0.248386	-0.298522	-0.408567	-0.211016	-0.406462	-0.288642	-0.277674	-0.452545	-0.414113	-0.370497	-0.169073	-0.171794	0.284853	-0.223555	6.730280	69.690742	30.390168	1.816576	-0.086385	0.073804	-0.423663	-0.260075	-0.270652	-0.163893	-0.156586	-0.147394	0.146508	-0.185111	-0.264216	-0.344502	-0.240416	-0.287422	-0.088349	-0.297872	-0.328685	-0.068481	-0.293408	-0.373320	-0.548961	-0.132116	-0.541944	-0.023602	-0.387711	-0.379005
-0.018938	-0.124003	0.001470	-0.084686	0.026295	-0.104806	0.128014	-0.195434	-0.003611	-0.187112	-0.149707	0.012878	-0.264531	-0.148341	-0.434870	-0.141900	-0.272786	-0.148479	-0.386132	-0.351662	-0.263688	-0.383469	-0.194086	-0.411264	-0.245859	-0.402196	-0.380852	-0.394749	-0.415178	-0.420506	-0.463629	-0.340254	-0.322094	-0.183110	-0.373400	-0.442850	-0.407822	-0.411887	-0.308707	-0.471261	-0.310907	-0.330704	-0.191405	-0.345557	-0.421438	-0.336063	-0.274460	-0.277862	-0.466384	-0.141363	-0.145060	-0.313669	-0.654396	-0.539805	-0.320004	-0.533913	-0.419954	-0.479669	-0.200065	-0.453828	-0.219856	-0.472969	-0.398651	-0.424977	-0.461791	-0.352006	-0.608941	-0.075334	-0.299918	-0.314749	-0.235099	-0.322590	-0.472872	-0.443673	-0.343541	-0.294030	-0.269498	-0.539326	-0.244391	-0.424233	-0.354516	-0.412806	-0.581944	-0.404967	-0.300733	-0.243976	-0.417957	-0.216410	-0.295972	-0.259072	-0.193159	-0.433963	-0.294632	-0.464802	-0.137504	-0.132234	0.272466	-0.131047	8.551059	68.956077	24.863295	1.499494	-0.104766	-0.005516	-0.517969	-0.168566	-0.225098	-0.224233	-0.046096	-0.203737	0.201054	-0.183512	-0.150729	-0.252993	-0.194861	-0.230878	-0.062774	-0.266303	-0.366048	-0.076872	-0.402698	-0.296796	-0.463446	-0.069578	-0.387498	-0.134890	-0.293206	-0.322461
0.030218	0.110967	0.134541	-0.107459	0.056469	0.063231	0.201146	-0.306119	0.026563	-0.245848	-0.149503	0.066030	-0.204387	-0.099186	-0.395704	-0.105731	-0.253600	-0.245178	-0.313999	-0.270539	-0.212535	-0.366282	-0.058017	-0.351120	-0.206693	-0.414978	-0.247780	-0.465474	-0.468919	-0.468254	-0.268619	-0.456932	-0.406804	-0.040048	-0.234335	-0.474613	-0.411613	-0.291802	-0.288523	-0.418109	-0.367645	-0.379451	-0.065327	-0.458240	-0.406249	-0.262931	-0.256274	-0.290644	-0.414232	-0.045255	-0.247752	-0.268510	-0.483363	-0.548591	-0.253865	-0.510731	-0.292876	-0.516428	-0.141918	-0.468608	-0.253617	-0.351885	-0.442403	-0.266930	-0.421626	-0.444708	-0.411933	-0.179026	-0.282730	-0.247611	-0.291837	-0.315393	-0.399740	-0.294617	-0.421259	-0.329789	-0.336227	-0.480181	-0.298133	-0.310142	-0.360306	-0.406607	-0.547773	-0.360806	-0.247581	-0.214800	-0.252917	-0.288134	-0.335727	-0.219906	-0.304842	-0.410781	-0.270452	-0.364697	-0.115322	-0.096065	0.356586	-0.145827	10.983831	67.989249	19.518844	1.327870	0.009325	0.096586	-0.439842	-0.198332	-0.187930	-0.226026	-0.040896	-0.079656	0.093367	-0.122369	-0.204471	-0.217823	-0.312539	-0.225678	-0.021610	-0.266099	-0.328880	-0.120623	-0.436460	-0.291596	-0.459246	-0.110333	-0.369312	-0.110709	-0.265029	-0.390189
